"Step","med-arc-10b - lm_loss","med-arc-10b - lm_loss__MIN","med-arc-10b - lm_loss__MAX","med-arc-10b - lm_loss_adj","med-arc-10b - lm_loss_adj__MIN","med-arc-10b - lm_loss_adj__MAX","med-lm - lm_loss","med-lm - lm_loss__MIN","med-lm - lm_loss__MAX"
"77","2.897101402282715","2.897101402282715","2.897101402282715","2.9016047418117523","2.9016047418117523","2.9016047418117523","2.8983774185180664","2.8983774185180664","2.8983774185180664"
"79","2.9000632762908936","2.9000632762908936","2.9000632762908936","2.9002066552639008","2.9002066552639008","2.9002066552639008","2.899980068206787","2.899980068206787","2.899980068206787"
"80","","","","","","","2.9282357692718506","2.9282357692718506","2.9282357692718506"
"81","2.6526291370391846","2.6526291370391846","2.6526291370391846","","","","","",""
"82","2.7810134887695312","2.7810134887695312","2.7810134887695312","","","","2.7804431915283203","2.7804431915283203","2.7804431915283203"
"83","","","","2.7559320628643036","2.7559320628643036","2.7559320628643036","2.7476720809936523","2.7476720809936523","2.7476720809936523"
"84","","","","2.7199844419956207","2.7199844419956207","2.7199844419956207","","",""
"86","2.695863962173462","2.695863962173462","2.695863962173462","","","","","",""
"87","","","","","","","2.680558443069458","2.680558443069458","2.680558443069458"
"88","","","","2.70928356051445","2.70928356051445","2.70928356051445","2.7053933143615723","2.7053933143615723","2.7053933143615723"
"89","","","","","","","2.8212790489196777","2.8212790489196777","2.8212790489196777"
"90","2.7658965587615967","2.7658965587615967","2.7658965587615967","2.7713896334171295","2.7713896334171295","2.7713896334171295","2.7654707431793213","2.7654707431793213","2.7654707431793213"
"93","","","","2.763467162847519","2.763467162847519","2.763467162847519","2.764892816543579","2.764892816543579","2.764892816543579"
"94","2.852479934692383","2.852479934692383","2.852479934692383","","","","","",""
"95","2.742865562438965","2.742865562438965","2.742865562438965","","","","2.7424869537353516","2.7424869537353516","2.7424869537353516"
"98","","","","2.7966571748256683","2.7966571748256683","2.7966571748256683","","",""
"99","2.8125929832458496","2.8125929832458496","2.8125929832458496","2.8118301331996918","2.8118301331996918","2.8118301331996918","","",""
"102","3.0815367698669434","3.0815367698669434","3.0815367698669434","","","","3.0809171199798584","3.0809171199798584","3.0809171199798584"
"104","","","","","","","2.798250913619995","2.798250913619995","2.798250913619995"
"105","2.735428810119629","2.735428810119629","2.735428810119629","2.7370687425136566","2.7370687425136566","2.7370687425136566","","",""
"106","","","","2.786657691001892","2.786657691001892","2.786657691001892","","",""
"107","","","","2.70739021897316","2.70739021897316","2.70739021897316","2.7080483436584473","2.7080483436584473","2.7080483436584473"
"108","","","","","","","2.8058454990386963","2.8058454990386963","2.8058454990386963"
"109","2.601296901702881","2.601296901702881","2.601296901702881","2.6053466796875","2.6053466796875","2.6053466796875","","",""
"110","2.81095552444458","2.81095552444458","2.81095552444458","2.8167047798633575","2.8167047798633575","2.8167047798633575","","",""
"112","2.776777744293213","2.776777744293213","2.776777744293213","","","","","",""
"113","2.6956944465637207","2.6956944465637207","2.6956944465637207","2.6961793303489685","2.6961793303489685","2.6961793303489685","2.696448802947998","2.696448802947998","2.696448802947998"
"114","2.753774642944336","2.753774642944336","2.753774642944336","2.766275316476822","2.766275316476822","2.766275316476822","","",""
"115","","","","2.7736080288887024","2.7736080288887024","2.7736080288887024","2.7714920043945312","2.7714920043945312","2.7714920043945312"
"116","2.7350709438323975","2.7350709438323975","2.7350709438323975","","","","2.734912157058716","2.734912157058716","2.734912157058716"
"118","2.762892246246338","2.762892246246338","2.762892246246338","","","","","",""
"119","","","","2.637929916381836","2.637929916381836","2.637929916381836","2.640604019165039","2.640604019165039","2.640604019165039"
"120","2.676541328430176","2.676541328430176","2.676541328430176","2.6761293411254883","2.6761293411254883","2.6761293411254883","","",""
"121","","","","2.775157004594803","2.775157004594803","2.775157004594803","","",""
"123","2.8479833602905273","2.8479833602905273","2.8479833602905273","","","","","",""
"124","","","","2.856115370988846","2.856115370988846","2.856115370988846","","",""
"125","2.832815408706665","2.832815408706665","2.832815408706665","2.8314503133296967","2.8314503133296967","2.8314503133296967","2.83258318901062","2.83258318901062","2.83258318901062"
"126","","","","3.095183700323105","3.095183700323105","3.095183700323105","","",""
"127","","","","2.8172877430915833","2.8172877430915833","2.8172877430915833","","",""
"128","2.6763691902160645","2.6763691902160645","2.6763691902160645","","","","2.6762890815734863","2.6762890815734863","2.6762890815734863"
"129","2.8721961975097656","2.8721961975097656","2.8721961975097656","2.878123849630356","2.878123849630356","2.878123849630356","2.8720543384552","2.8720543384552","2.8720543384552"
"130","2.8522772789001465","2.8522772789001465","2.8522772789001465","2.849385529756546","2.849385529756546","2.849385529756546","2.853175401687622","2.853175401687622","2.853175401687622"
"131","2.989758014678955","2.989758014678955","2.989758014678955","2.9952903985977173","2.9952903985977173","2.9952903985977173","","",""
"132","2.823742151260376","2.823742151260376","2.823742151260376","","","","","",""
"133","","","","2.6784283220767975","2.6784283220767975","2.6784283220767975","","",""
"134","","","","2.734688460826874","2.734688460826874","2.734688460826874","2.7358226776123047","2.7358226776123047","2.7358226776123047"
"135","2.775024890899658","2.775024890899658","2.775024890899658","2.7761173248291016","2.7761173248291016","2.7761173248291016","","",""
"136","","","","2.681428462266922","2.681428462266922","2.681428462266922","","",""
"137","","","","2.822735160589218","2.822735160589218","2.822735160589218","","",""
"138","2.773719310760498","2.773719310760498","2.773719310760498","2.7763331830501556","2.7763331830501556","2.7763331830501556","2.774751663208008","2.774751663208008","2.774751663208008"
"139","","","","2.6761344373226166","2.6761344373226166","2.6761344373226166","","",""
"140","2.8208401203155518","2.8208401203155518","2.8208401203155518","","","","","",""
"141","2.838108539581299","2.838108539581299","2.838108539581299","","","","","",""
"142","","","","2.8209820985794067","2.8209820985794067","2.8209820985794067","","",""
"143","2.8380095958709717","2.8380095958709717","2.8380095958709717","","","","2.8378148078918457","2.8378148078918457","2.8378148078918457"
"148","2.7318785190582275","2.7318785190582275","2.7318785190582275","","","","","",""
"149","2.83099365234375","2.83099365234375","2.83099365234375","","","","","",""
"150","2.9678595066070557","2.9678595066070557","2.9678595066070557","","","","","",""
"151","","","","2.9009547531604767","2.9009547531604767","2.9009547531604767","2.8939733505249023","2.8939733505249023","2.8939733505249023"
"152","2.797722578048706","2.797722578048706","2.797722578048706","","","","","",""
"153","","","","2.762187272310257","2.762187272310257","2.762187272310257","2.7583699226379395","2.7583699226379395","2.7583699226379395"
"154","2.775327444076538","2.775327444076538","2.775327444076538","","","","","",""
"155","2.7454495429992676","2.7454495429992676","2.7454495429992676","2.7520382404327393","2.7520382404327393","2.7520382404327393","","",""
"157","2.76477313041687","2.76477313041687","2.76477313041687","2.764718919992447","2.764718919992447","2.764718919992447","","",""
"158","2.8489913940429688","2.8489913940429688","2.8489913940429688","","","","","",""
"159","2.8463134765625","2.8463134765625","2.8463134765625","","","","2.845975399017334","2.845975399017334","2.845975399017334"
"160","2.7296881675720215","2.7296881675720215","2.7296881675720215","","","","2.7285189628601074","2.7285189628601074","2.7285189628601074"
"161","","","","2.728472113609314","2.728472113609314","2.728472113609314","2.724740505218506","2.724740505218506","2.724740505218506"
"162","2.685429334640503","2.685429334640503","2.685429334640503","","","","","",""
"164","","","","","","","2.6474955081939697","2.6474955081939697","2.6474955081939697"
"165","","","","2.6810129284858704","2.6810129284858704","2.6810129284858704","","",""
"166","2.750075578689575","2.750075578689575","2.750075578689575","","","","2.749636173248291","2.749636173248291","2.749636173248291"
"167","2.8255269527435303","2.8255269527435303","2.8255269527435303","","","","","",""
"168","2.692194700241089","2.692194700241089","2.692194700241089","","","","","",""
"170","","","","2.6590642631053925","2.6590642631053925","2.6590642631053925","","",""
"172","2.6706955432891846","2.6706955432891846","2.6706955432891846","","","","","",""
"173","","","","2.7889824211597443","2.7889824211597443","2.7889824211597443","2.786865472793579","2.786865472793579","2.786865472793579"
"174","2.8561336994171143","2.8561336994171143","2.8561336994171143","","","","2.8550612926483154","2.8550612926483154","2.8550612926483154"
"176","2.864236354827881","2.864236354827881","2.864236354827881","2.8598068356513977","2.8598068356513977","2.8598068356513977","","",""
"177","","","","","","","2.861973762512207","2.861973762512207","2.861973762512207"
"178","2.6929662227630615","2.6929662227630615","2.6929662227630615","","","","","",""
"181","","","","2.7474089562892914","2.7474089562892914","2.7474089562892914","","",""
"183","","","","2.9239958226680756","2.9239958226680756","2.9239958226680756","2.920238971710205","2.920238971710205","2.920238971710205"
"184","2.761085033416748","2.761085033416748","2.761085033416748","","","","","",""
"185","2.8510429859161377","2.8510429859161377","2.8510429859161377","2.851108729839325","2.851108729839325","2.851108729839325","2.8506245613098145","2.8506245613098145","2.8506245613098145"
"188","","","","2.7988035678863525","2.7988035678863525","2.7988035678863525","2.793410539627075","2.793410539627075","2.793410539627075"
"189","2.8064663410186768","2.8064663410186768","2.8064663410186768","","","","2.805870532989502","2.805870532989502","2.805870532989502"
"194","2.7606210708618164","2.7606210708618164","2.7606210708618164","2.760843902826309","2.760843902826309","2.760843902826309","2.7599234580993652","2.7599234580993652","2.7599234580993652"
"195","","","","2.7819044291973114","2.7819044291973114","2.7819044291973114","2.7846713066101074","2.7846713066101074","2.7846713066101074"
"196","2.7828073501586914","2.7828073501586914","2.7828073501586914","","","","","",""
"197","","","","2.7815528512001038","2.7815528512001038","2.7815528512001038","","",""
"198","","","","","","","2.861644983291626","2.861644983291626","2.861644983291626"
"199","","","","","","","2.8921849727630615","2.8921849727630615","2.8921849727630615"
"200","2.9993317127227783","2.9993317127227783","2.9993317127227783","3.003030002117157","3.003030002117157","3.003030002117157","","",""
"202","2.82926082611084","2.82926082611084","2.82926082611084","","","","2.8284213542938232","2.8284213542938232","2.8284213542938232"
"205","2.681619644165039","2.681619644165039","2.681619644165039","","","","2.681736946105957","2.681736946105957","2.681736946105957"
"206","","","","2.656258225440979","2.656258225440979","2.656258225440979","","",""
"207","","","","2.7058516442775726","2.7058516442775726","2.7058516442775726","","",""
"208","2.7448747158050537","2.7448747158050537","2.7448747158050537","","","","","",""
"209","2.7752790451049805","2.7752790451049805","2.7752790451049805","","","","","",""
"211","2.8341543674468994","2.8341543674468994","2.8341543674468994","","","","","",""
"212","","","","2.7669411301612854","2.7669411301612854","2.7669411301612854","2.7676901817321777","2.7676901817321777","2.7676901817321777"
"213","2.8389484882354736","2.8389484882354736","2.8389484882354736","","","","","",""
"215","","","","","","","2.755261182785034","2.755261182785034","2.755261182785034"
"216","","","","2.9267590045928955","2.9267590045928955","2.9267590045928955","2.925647735595703","2.925647735595703","2.925647735595703"
"217","2.811410427093506","2.811410427093506","2.811410427093506","2.8086048662662506","2.8086048662662506","2.8086048662662506","2.811555862426758","2.811555862426758","2.811555862426758"
"218","","","","2.7334322333335876","2.7334322333335876","2.7334322333335876","","",""
"219","","","","","","","2.8129096031188965","2.8129096031188965","2.8129096031188965"
"220","2.746577262878418","2.746577262878418","2.746577262878418","2.749201238155365","2.749201238155365","2.749201238155365","","",""
"221","","","","2.8018351793289185","2.8018351793289185","2.8018351793289185","","",""
"222","2.7761974334716797","2.7761974334716797","2.7761974334716797","2.7777606546878815","2.7777606546878815","2.7777606546878815","2.7753984928131104","2.7753984928131104","2.7753984928131104"
"224","2.8343610763549805","2.8343610763549805","2.8343610763549805","2.8366148471832275","2.8366148471832275","2.8366148471832275","","",""
"225","2.7068700790405273","2.7068700790405273","2.7068700790405273","2.705380916595459","2.705380916595459","2.705380916595459","","",""
"227","2.727975368499756","2.727975368499756","2.727975368499756","","","","","",""
"230","","","","","","","2.824650764465332","2.824650764465332","2.824650764465332"
"232","2.787889003753662","2.787889003753662","2.787889003753662","2.7885333001613617","2.7885333001613617","2.7885333001613617","","",""
"233","","","","","","","2.774639368057251","2.774639368057251","2.774639368057251"
"235","","","","2.8020870685577393","2.8020870685577393","2.8020870685577393","2.8010494709014893","2.8010494709014893","2.8010494709014893"
"236","2.7665998935699463","2.7665998935699463","2.7665998935699463","","","","","",""
"237","2.893515110015869","2.893515110015869","2.893515110015869","2.8975520730018616","2.8975520730018616","2.8975520730018616","2.893310546875","2.893310546875","2.893310546875"
"238","2.809335708618164","2.809335708618164","2.809335708618164","2.813660740852356","2.813660740852356","2.813660740852356","2.8089542388916016","2.8089542388916016","2.8089542388916016"
"239","2.7645950317382812","2.7645950317382812","2.7645950317382812","","","","2.764356851577759","2.764356851577759","2.764356851577759"
"240","2.707041025161743","2.707041025161743","2.707041025161743","","","","2.706801414489746","2.706801414489746","2.706801414489746"
"241","","","","2.8071674406528473","2.8071674406528473","2.8071674406528473","","",""
"242","","","","2.7781668603420258","2.7781668603420258","2.7781668603420258","","",""
"244","2.680401563644409","2.680401563644409","2.680401563644409","","","","","",""
"245","3.067509174346924","3.067509174346924","3.067509174346924","","","","3.066537380218506","3.066537380218506","3.066537380218506"
"246","","","","2.8618750870227814","2.8618750870227814","2.8618750870227814","2.863607168197632","2.863607168197632","2.863607168197632"
"247","","","","2.64958918094635","2.64958918094635","2.64958918094635","2.6485397815704346","2.6485397815704346","2.6485397815704346"
"248","2.789057731628418","2.789057731628418","2.789057731628418","","","","","",""
"249","","","","","","","2.814730167388916","2.814730167388916","2.814730167388916"
"250","2.772850751876831","2.772850751876831","2.772850751876831","2.7696753442287445","2.7696753442287445","2.7696753442287445","","",""
"251","","","","2.718647301197052","2.718647301197052","2.718647301197052","2.716801404953003","2.716801404953003","2.716801404953003"
"252","","","","2.841908812522888","2.841908812522888","2.841908812522888","","",""
"254","2.771665334701538","2.771665334701538","2.771665334701538","","","","2.770831823348999","2.770831823348999","2.770831823348999"
"255","2.6940531730651855","2.6940531730651855","2.6940531730651855","","","","2.6935408115386963","2.6935408115386963","2.6935408115386963"
"256","2.783353805541992","2.783353805541992","2.783353805541992","","","","2.781905174255371","2.781905174255371","2.781905174255371"
"258","2.8348968029022217","2.8348968029022217","2.8348968029022217","2.8377418220043182","2.8377418220043182","2.8377418220043182","","",""
"259","2.81772780418396","2.81772780418396","2.81772780418396","2.8219164609909058","2.8219164609909058","2.8219164609909058","","",""
"260","2.8119077682495117","2.8119077682495117","2.8119077682495117","2.8097418546676636","2.8097418546676636","2.8097418546676636","2.8110647201538086","2.8110647201538086","2.8110647201538086"
"261","2.8178951740264893","2.8178951740264893","2.8178951740264893","","","","2.816983699798584","2.816983699798584","2.816983699798584"
"262","","","","2.7448790967464447","2.7448790967464447","2.7448790967464447","","",""
"264","","","","2.7601822316646576","2.7601822316646576","2.7601822316646576","","",""
"265","","","","","","","2.7245993614196777","2.7245993614196777","2.7245993614196777"
"266","2.8931658267974854","2.8931658267974854","2.8931658267974854","2.8957313001155853","2.8957313001155853","2.8957313001155853","","",""
"267","","","","3.0620674192905426","3.0620674192905426","3.0620674192905426","","",""
"268","","","","","","","2.878464698791504","2.878464698791504","2.878464698791504"
"269","","","","","","","2.7415502071380615","2.7415502071380615","2.7415502071380615"
"271","","","","2.814355581998825","2.814355581998825","2.814355581998825","2.816415786743164","2.816415786743164","2.816415786743164"
"272","2.7139363288879395","2.7139363288879395","2.7139363288879395","","","","2.7132551670074463","2.7132551670074463","2.7132551670074463"
"273","2.768758773803711","2.768758773803711","2.768758773803711","2.7723039984703064","2.7723039984703064","2.7723039984703064","","",""
"274","","","","2.789676308631897","2.789676308631897","2.789676308631897","","",""
"275","2.650928497314453","2.650928497314453","2.650928497314453","","","","","",""
"276","2.767413377761841","2.767413377761841","2.767413377761841","","","","2.766723871231079","2.766723871231079","2.766723871231079"
"277","","","","2.918607473373413","2.918607473373413","2.918607473373413","","",""
"279","2.7566511631011963","2.7566511631011963","2.7566511631011963","2.7588934898376465","2.7588934898376465","2.7588934898376465","","",""
"280","","","","2.6696116626262665","2.6696116626262665","2.6696116626262665","","",""
"281","","","","2.782914251089096","2.782914251089096","2.782914251089096","2.7825143337249756","2.7825143337249756","2.7825143337249756"
"282","2.7801084518432617","2.7801084518432617","2.7801084518432617","2.7797703444957733","2.7797703444957733","2.7797703444957733","2.7792601585388184","2.7792601585388184","2.7792601585388184"
"283","2.762218475341797","2.762218475341797","2.762218475341797","","","","2.7619316577911377","2.7619316577911377","2.7619316577911377"
"285","","","","2.8627930879592896","2.8627930879592896","2.8627930879592896","","",""
"286","","","","2.78635373711586","2.78635373711586","2.78635373711586","","",""
"287","2.821852207183838","2.821852207183838","2.821852207183838","2.8228275179862976","2.8228275179862976","2.8228275179862976","","",""
"288","","","","","","","2.730794668197632","2.730794668197632","2.730794668197632"
"289","2.7705347537994385","2.7705347537994385","2.7705347537994385","","","","","",""
"290","2.7333807945251465","2.7333807945251465","2.7333807945251465","2.7320331931114197","2.7320331931114197","2.7320331931114197","2.7328243255615234","2.7328243255615234","2.7328243255615234"
"291","2.929039478302002","2.929039478302002","2.929039478302002","","","","","",""
"293","","","","","","","2.8200230598449707","2.8200230598449707","2.8200230598449707"
"294","2.702927350997925","2.702927350997925","2.702927350997925","2.704569637775421","2.704569637775421","2.704569637775421","","",""
"296","","","","2.792474776506424","2.792474776506424","2.792474776506424","","",""
"297","2.8720622062683105","2.8720622062683105","2.8720622062683105","2.87306410074234","2.87306410074234","2.87306410074234","2.8711533546447754","2.8711533546447754","2.8711533546447754"
"298","","","","","","","2.6725804805755615","2.6725804805755615","2.6725804805755615"
"299","2.7571916580200195","2.7571916580200195","2.7571916580200195","","","","","",""
"300","2.721815347671509","2.721815347671509","2.721815347671509","","","","","",""
"302","2.649923801422119","2.649923801422119","2.649923801422119","","","","","",""
"303","2.7537851333618164","2.7537851333618164","2.7537851333618164","","","","","",""
"305","","","","2.7235777378082275","2.7235777378082275","2.7235777378082275","2.725062131881714","2.725062131881714","2.725062131881714"
"306","2.7731363773345947","2.7731363773345947","2.7731363773345947","2.772213727235794","2.772213727235794","2.772213727235794","2.772050619125366","2.772050619125366","2.772050619125366"
"307","","","","2.805556684732437","2.805556684732437","2.805556684732437","","",""
"308","2.7867565155029297","2.7867565155029297","2.7867565155029297","2.782862901687622","2.782862901687622","2.782862901687622","2.7854835987091064","2.7854835987091064","2.7854835987091064"
"309","2.652005672454834","2.652005672454834","2.652005672454834","","","","","",""
"311","2.8953962326049805","2.8953962326049805","2.8953962326049805","","","","2.8951668739318848","2.8951668739318848","2.8951668739318848"
"312","","","","2.984080821275711","2.984080821275711","2.984080821275711","","",""
"313","2.8984880447387695","2.8984880447387695","2.8984880447387695","","","","","",""
"314","2.867711067199707","2.867711067199707","2.867711067199707","2.8682022094726562","2.8682022094726562","2.8682022094726562","","",""
"317","","","","","","","2.700932264328003","2.700932264328003","2.700932264328003"
"318","2.707080125808716","2.707080125808716","2.707080125808716","2.7012665271759033","2.7012665271759033","2.7012665271759033","2.705963373184204","2.705963373184204","2.705963373184204"
"320","2.7104063034057617","2.7104063034057617","2.7104063034057617","2.7075800001621246","2.7075800001621246","2.7075800001621246","2.7101075649261475","2.7101075649261475","2.7101075649261475"
"321","2.755040168762207","2.755040168762207","2.755040168762207","","","","","",""
"322","2.765557289123535","2.765557289123535","2.765557289123535","2.7645290791988373","2.7645290791988373","2.7645290791988373","2.765364646911621","2.765364646911621","2.765364646911621"
"323","","","","","","","2.815218925476074","2.815218925476074","2.815218925476074"
"324","","","","","","","2.700883150100708","2.700883150100708","2.700883150100708"
"325","","","","","","","2.692260980606079","2.692260980606079","2.692260980606079"
"326","2.7186880111694336","2.7186880111694336","2.7186880111694336","","","","","",""
"327","","","","","","","2.895354986190796","2.895354986190796","2.895354986190796"
"329","","","","2.730907589197159","2.730907589197159","2.730907589197159","","",""
"331","2.7543797492980957","2.7543797492980957","2.7543797492980957","","","","","",""
"335","","","","3.0627366602420807","3.0627366602420807","3.0627366602420807","3.0650649070739746","3.0650649070739746","3.0650649070739746"
"336","","","","2.8671906888484955","2.8671906888484955","2.8671906888484955","","",""
"338","2.7450053691864014","2.7450053691864014","2.7450053691864014","","","","","",""
"339","2.788499593734741","2.788499593734741","2.788499593734741","2.7903658151626587","2.7903658151626587","2.7903658151626587","","",""
"340","2.79057240486145","2.79057240486145","2.79057240486145","","","","","",""
"341","","","","","","","2.7857398986816406","2.7857398986816406","2.7857398986816406"
"342","2.7460482120513916","2.7460482120513916","2.7460482120513916","","","","","",""
"343","2.7337262630462646","2.7337262630462646","2.7337262630462646","","","","","",""
"344","","","","2.820386976003647","2.820386976003647","2.820386976003647","","",""
"345","2.727595329284668","2.727595329284668","2.727595329284668","","","","","",""
"346","","","","2.6817705929279327","2.6817705929279327","2.6817705929279327","2.681689500808716","2.681689500808716","2.681689500808716"
"348","2.7999825477600098","2.7999825477600098","2.7999825477600098","2.7998436391353607","2.7998436391353607","2.7998436391353607","","",""
"349","2.7770473957061768","2.7770473957061768","2.7770473957061768","","","","","",""
"350","2.817953586578369","2.817953586578369","2.817953586578369","","","","","",""
"351","2.797785758972168","2.797785758972168","2.797785758972168","2.7923087775707245","2.7923087775707245","2.7923087775707245","","",""
"354","2.7994894981384277","2.7994894981384277","2.7994894981384277","","","","2.799318552017212","2.799318552017212","2.799318552017212"
"355","","","","2.7931828796863556","2.7931828796863556","2.7931828796863556","2.798790693283081","2.798790693283081","2.798790693283081"
"356","2.767200469970703","2.767200469970703","2.767200469970703","","","","","",""
"357","2.758126974105835","2.758126974105835","2.758126974105835","","","","","",""
"358","2.8391754627227783","2.8391754627227783","2.8391754627227783","","","","","",""
"359","2.6795339584350586","2.6795339584350586","2.6795339584350586","","","","","",""
"362","2.7764015197753906","2.7764015197753906","2.7764015197753906","","","","2.7753355503082275","2.7753355503082275","2.7753355503082275"
