"Step","mini-arc-50b - lm_loss","mini-arc-50b - lm_loss__MIN","mini-arc-50b - lm_loss__MAX","mini-arc-50b - lm_loss_adj","mini-arc-50b - lm_loss_adj__MIN","mini-arc-50b - lm_loss_adj__MAX","mini-lm - lm_loss","mini-lm - lm_loss__MIN","mini-lm - lm_loss__MAX"
"237","6.181607246398926","6.181607246398926","6.181607246398926","","","","","",""
"247","","","","5.970813274383545","5.970813274383545","5.970813274383545","","",""
"249","6.031998634338379","6.031998634338379","6.031998634338379","","","","","",""
"263","","","","","","","5.988117694854736","5.988117694854736","5.988117694854736"
"267","","","","6.050444602966309","6.050444602966309","6.050444602966309","","",""
"269","5.951594829559326","5.951594829559326","5.951594829559326","","","","","",""
"276","","","","","","","5.94735860824585","5.94735860824585","5.94735860824585"
"278","6.070237159729004","6.070237159729004","6.070237159729004","","","","","",""
"282","5.913239002227783","5.913239002227783","5.913239002227783","","","","","",""
"287","","","","","","","5.853884696960449","5.853884696960449","5.853884696960449"
"291","","","","5.856962203979492","5.856962203979492","5.856962203979492","","",""
"294","6.118595123291016","6.118595123291016","6.118595123291016","6.104238510131836","6.104238510131836","6.104238510131836","","",""
"299","5.830660820007324","5.830660820007324","5.830660820007324","","","","","",""
"300","","","","5.779500961303711","5.779500961303711","5.779500961303711","","",""
"308","5.863810062408447","5.863810062408447","5.863810062408447","","","","5.844568252563477","5.844568252563477","5.844568252563477"
"311","","","","","","","5.9016618728637695","5.9016618728637695","5.9016618728637695"
"316","5.738001823425293","5.738001823425293","5.738001823425293","","","","","",""
"318","","","","5.724486351013184","5.724486351013184","5.724486351013184","","",""
"321","","","","","","","5.866062641143799","5.866062641143799","5.866062641143799"
"322","","","","5.666717052459717","5.666717052459717","5.666717052459717","","",""
"327","","","","5.715264320373535","5.715264320373535","5.715264320373535","","",""
"332","","","","5.618508815765381","5.618508815765381","5.618508815765381","","",""
"336","5.60516357421875","5.60516357421875","5.60516357421875","","","","5.580387592315674","5.580387592315674","5.580387592315674"
"347","","","","","","","5.701084136962891","5.701084136962891","5.701084136962891"
"350","5.486280918121338","5.486280918121338","5.486280918121338","","","","","",""
"353","5.654714107513428","5.654714107513428","5.654714107513428","","","","","",""
"356","","","","5.516720294952393","5.516720294952393","5.516720294952393","","",""
"362","","","","5.639397621154785","5.639397621154785","5.639397621154785","","",""
"364","5.629270076751709","5.629270076751709","5.629270076751709","","","","","",""
"376","","","","","","","5.585562705993652","5.585562705993652","5.585562705993652"
"377","5.389292240142822","5.389292240142822","5.389292240142822","","","","","",""
"378","","","","","","","5.53748893737793","5.53748893737793","5.53748893737793"
"395","5.515593528747559","5.515593528747559","5.515593528747559","","","","","",""
"403","","","","5.5256667137146","5.5256667137146","5.5256667137146","","",""
"405","","","","","","","5.434216022491455","5.434216022491455","5.434216022491455"
"408","","","","","","","5.504665374755859","5.504665374755859","5.504665374755859"
"410","5.2829132080078125","5.2829132080078125","5.2829132080078125","","","","","",""
"411","","","","","","","5.440148830413818","5.440148830413818","5.440148830413818"
"421","","","","5.280209541320801","5.280209541320801","5.280209541320801","","",""
"430","","","","","","","5.391594409942627","5.391594409942627","5.391594409942627"
"456","","","","5.328557014465332","5.328557014465332","5.328557014465332","","",""
"459","","","","5.172113418579102","5.172113418579102","5.172113418579102","","",""
"465","","","","","","","5.222588062286377","5.222588062286377","5.222588062286377"
"467","","","","5.086604595184326","5.086604595184326","5.086604595184326","","",""
"472","","","","5.101183891296387","5.101183891296387","5.101183891296387","","",""
"481","5.245761871337891","5.245761871337891","5.245761871337891","","","","","",""
"490","5.085404396057129","5.085404396057129","5.085404396057129","","","","","",""
"500","","","","5.03190803527832","5.03190803527832","5.03190803527832","","",""
"502","5.101622581481934","5.101622581481934","5.101622581481934","4.894746780395508","4.894746780395508","4.894746780395508","","",""
"509","","","","5.040692329406738","5.040692329406738","5.040692329406738","","",""
"513","","","","4.891580104827881","4.891580104827881","4.891580104827881","","",""
"516","","","","","","","5.130600452423096","5.130600452423096","5.130600452423096"
"529","5.098193168640137","5.098193168640137","5.098193168640137","","","","","",""
"538","","","","","","","5.054845809936523","5.054845809936523","5.054845809936523"
"563","","","","","","","4.972867012023926","4.972867012023926","4.972867012023926"
"564","4.939261436462402","4.939261436462402","4.939261436462402","","","","","",""
"570","","","","","","","4.953836917877197","4.953836917877197","4.953836917877197"
"571","","","","4.742260932922363","4.742260932922363","4.742260932922363","","",""
"575","","","","","","","4.8505144119262695","4.8505144119262695","4.8505144119262695"
"581","4.949561595916748","4.949561595916748","4.949561595916748","","","","","",""
"588","","","","4.951837062835693","4.951837062835693","4.951837062835693","","",""
"590","","","","","","","5.017322540283203","5.017322540283203","5.017322540283203"
"597","4.853715896606445","4.853715896606445","4.853715896606445","","","","","",""
"602","","","","4.630222320556641","4.630222320556641","4.630222320556641","","",""
"608","","","","4.538625717163086","4.538625717163086","4.538625717163086","","",""
"610","4.971667766571045","4.971667766571045","4.971667766571045","","","","","",""
"613","","","","","","","4.95809268951416","4.95809268951416","4.95809268951416"
"618","4.912409782409668","4.912409782409668","4.912409782409668","","","","","",""
"620","4.7781662940979","4.7781662940979","4.7781662940979","","","","","",""
"632","4.898089408874512","4.898089408874512","4.898089408874512","","","","","",""
"633","4.794675827026367","4.794675827026367","4.794675827026367","","","","","",""
"635","","","","4.662336349487305","4.662336349487305","4.662336349487305","","",""
"640","4.909463405609131","4.909463405609131","4.909463405609131","","","","","",""
"644","","","","","","","4.783197402954102","4.783197402954102","4.783197402954102"
"650","","","","4.590900421142578","4.590900421142578","4.590900421142578","","",""
"652","","","","","","","4.784946441650391","4.784946441650391","4.784946441650391"
"659","4.73348331451416","4.73348331451416","4.73348331451416","","","","","",""
"661","","","","","","","4.816551685333252","4.816551685333252","4.816551685333252"
"667","4.795802116394043","4.795802116394043","4.795802116394043","","","","","",""
"670","","","","4.571259021759033","4.571259021759033","4.571259021759033","","",""
"675","","","","4.426263809204102","4.426263809204102","4.426263809204102","","",""
"686","","","","","","","4.701111316680908","4.701111316680908","4.701111316680908"
"698","","","","4.496439456939697","4.496439456939697","4.496439456939697","","",""
"702","","","","4.2710862159729","4.2710862159729","4.2710862159729","","",""
"706","4.748915672302246","4.748915672302246","4.748915672302246","","","","","",""
"716","","","","4.4472761154174805","4.4472761154174805","4.4472761154174805","","",""
"719","4.577467918395996","4.577467918395996","4.577467918395996","","","","","",""
"726","4.706911563873291","4.706911563873291","4.706911563873291","","","","","",""
"729","4.562752723693848","4.562752723693848","4.562752723693848","","","","","",""
"747","","","","","","","4.615421295166016","4.615421295166016","4.615421295166016"
"751","","","","","","","4.588237285614014","4.588237285614014","4.588237285614014"
"757","","","","4.374316215515137","4.374316215515137","4.374316215515137","","",""
"766","4.65737247467041","4.65737247467041","4.65737247467041","","","","","",""
"767","","","","4.3724470138549805","4.3724470138549805","4.3724470138549805","","",""
"769","4.623307228088379","4.623307228088379","4.623307228088379","","","","","",""
"774","","","","4.522238254547119","4.522238254547119","4.522238254547119","","",""
"783","4.538909912109375","4.538909912109375","4.538909912109375","","","","","",""
"797","","","","4.363181114196777","4.363181114196777","4.363181114196777","","",""
"800","","","","","","","4.559697151184082","4.559697151184082","4.559697151184082"
"804","","","","4.276732921600342","4.276732921600342","4.276732921600342","","",""
"805","","","","","","","4.574423789978027","4.574423789978027","4.574423789978027"
"814","","","","","","","4.503924369812012","4.503924369812012","4.503924369812012"
"816","4.596726417541504","4.596726417541504","4.596726417541504","","","","","",""
"827","","","","","","","4.577742099761963","4.577742099761963","4.577742099761963"
"832","4.575509071350098","4.575509071350098","4.575509071350098","","","","","",""
"839","","","","","","","4.441198348999023","4.441198348999023","4.441198348999023"
"840","4.451631546020508","4.451631546020508","4.451631546020508","","","","4.461071968078613","4.461071968078613","4.461071968078613"
"843","4.36002254486084","4.36002254486084","4.36002254486084","","","","","",""
"853","","","","4.278993606567383","4.278993606567383","4.278993606567383","","",""
"862","4.555854797363281","4.555854797363281","4.555854797363281","","","","","",""
"863","4.619783401489258","4.619783401489258","4.619783401489258","","","","","",""
"864","","","","4.425396919250488","4.425396919250488","4.425396919250488","4.632353782653809","4.632353782653809","4.632353782653809"
"867","","","","4.236818313598633","4.236818313598633","4.236818313598633","4.43855094909668","4.43855094909668","4.43855094909668"
"873","4.365798473358154","4.365798473358154","4.365798473358154","4.136199474334717","4.136199474334717","4.136199474334717","","",""
"885","4.426348686218262","4.426348686218262","4.426348686218262","","","","","",""
"886","","","","","","","4.487066268920898","4.487066268920898","4.487066268920898"
"891","4.5451459884643555","4.5451459884643555","4.5451459884643555","","","","","",""
"897","4.327088356018066","4.327088356018066","4.327088356018066","","","","","",""
"900","","","","","","","4.324694633483887","4.324694633483887","4.324694633483887"
"902","","","","4.24628210067749","4.24628210067749","4.24628210067749","","",""
"903","4.4588494300842285","4.4588494300842285","4.4588494300842285","","","","","",""
"908","","","","4.260532855987549","4.260532855987549","4.260532855987549","","",""
"911","","","","","","","4.308168411254883","4.308168411254883","4.308168411254883"
"916","","","","","","","4.468131065368652","4.468131065368652","4.468131065368652"
"926","","","","4.11531925201416","4.11531925201416","4.11531925201416","","",""
"930","4.416945457458496","4.416945457458496","4.416945457458496","","","","","",""
"933","","","","4.271542549133301","4.271542549133301","4.271542549133301","","",""
"944","","","","","","","4.379951477050781","4.379951477050781","4.379951477050781"
"953","","","","4.0789079666137695","4.0789079666137695","4.0789079666137695","","",""
"958","","","","","","","4.37909460067749","4.37909460067749","4.37909460067749"
"962","4.351419925689697","4.351419925689697","4.351419925689697","","","","","",""
"963","4.413628101348877","4.413628101348877","4.413628101348877","4.195223331451416","4.195223331451416","4.195223331451416","","",""
"966","","","","","","","4.506658554077148","4.506658554077148","4.506658554077148"
"971","4.464085578918457","4.464085578918457","4.464085578918457","","","","","",""
"979","4.352212429046631","4.352212429046631","4.352212429046631","","","","","",""
"997","4.409915447235107","4.409915447235107","4.409915447235107","","","","","",""
"1001","","","","4.323365211486816","4.323365211486816","4.323365211486816","","",""
"1007","","","","","","","4.445261001586914","4.445261001586914","4.445261001586914"
"1012","","","","","","","4.307048320770264","4.307048320770264","4.307048320770264"
"1013","4.46600866317749","4.46600866317749","4.46600866317749","","","","","",""
"1017","","","","4.15516996383667","4.15516996383667","4.15516996383667","","",""
"1018","4.310184001922607","4.310184001922607","4.310184001922607","","","","","",""
"1021","4.412801265716553","4.412801265716553","4.412801265716553","","","","","",""
"1023","4.286080837249756","4.286080837249756","4.286080837249756","","","","","",""
"1024","","","","4.162352561950684","4.162352561950684","4.162352561950684","","",""
"1030","4.265504360198975","4.265504360198975","4.265504360198975","","","","","",""
"1034","4.275805473327637","4.275805473327637","4.275805473327637","","","","","",""
"1039","","","","","","","4.388991832733154","4.388991832733154","4.388991832733154"
"1047","","","","","","","4.143640995025635","4.143640995025635","4.143640995025635"
"1052","","","","","","","4.303905487060547","4.303905487060547","4.303905487060547"
"1061","","","","4.031831741333008","4.031831741333008","4.031831741333008","","",""
"1062","","","","4.11948299407959","4.11948299407959","4.11948299407959","","",""
"1071","","","","4.164469242095947","4.164469242095947","4.164469242095947","","",""
"1072","","","","","","","4.424407005310059","4.424407005310059","4.424407005310059"
"1079","","","","","","","4.28145694732666","4.28145694732666","4.28145694732666"
"1084","","","","","","","4.376177787780762","4.376177787780762","4.376177787780762"
"1091","","","","3.9860987663269043","3.9860987663269043","3.9860987663269043","","",""
"1100","","","","4.133911609649658","4.133911609649658","4.133911609649658","","",""
"1101","","","","4.126330852508545","4.126330852508545","4.126330852508545","","",""
"1105","","","","3.9921817779541016","3.9921817779541016","3.9921817779541016","","",""
"1113","","","","4.077908992767334","4.077908992767334","4.077908992767334","","",""
"1116","","","","4.135376930236816","4.135376930236816","4.135376930236816","","",""
"1121","","","","","","","4.315193176269531","4.315193176269531","4.315193176269531"
"1123","4.278803825378418","4.278803825378418","4.278803825378418","","","","","",""
"1147","4.200826644897461","4.200826644897461","4.200826644897461","","","","","",""
"1149","","","","3.9560742378234863","3.9560742378234863","3.9560742378234863","4.141173362731934","4.141173362731934","4.141173362731934"
"1157","","","","","","","4.285234451293945","4.285234451293945","4.285234451293945"
"1161","4.287168979644775","4.287168979644775","4.287168979644775","","","","","",""
"1163","","","","4.074528694152832","4.074528694152832","4.074528694152832","","",""
"1171","4.18257999420166","4.18257999420166","4.18257999420166","","","","","",""
"1173","","","","4.218635559082031","4.218635559082031","4.218635559082031","","",""
"1174","","","","4.053254127502441","4.053254127502441","4.053254127502441","","",""
"1186","","","","","","","4.257047653198242","4.257047653198242","4.257047653198242"
"1187","","","","4.142806053161621","4.142806053161621","4.142806053161621","","",""
"1188","","","","","","","4.213125228881836","4.213125228881836","4.213125228881836"
"1196","","","","4.000547409057617","4.000547409057617","4.000547409057617","","",""
"1213","","","","","","","4.220524787902832","4.220524787902832","4.220524787902832"
"1216","4.347222805023193","4.347222805023193","4.347222805023193","","","","","",""
"1219","","","","","","","4.137204170227051","4.137204170227051","4.137204170227051"
"1220","4.025014400482178","4.025014400482178","4.025014400482178","","","","4.029227256774902","4.029227256774902","4.029227256774902"
"1227","","","","4.037083625793457","4.037083625793457","4.037083625793457","","",""
"1230","","","","","","","4.027665615081787","4.027665615081787","4.027665615081787"
"1243","","","","","","","4.387864112854004","4.387864112854004","4.387864112854004"
"1245","4.187526702880859","4.187526702880859","4.187526702880859","","","","","",""
"1250","","","","","","","4.183632850646973","4.183632850646973","4.183632850646973"
"1251","4.144449710845947","4.144449710845947","4.144449710845947","","","","","",""
"1253","4.073902130126953","4.073902130126953","4.073902130126953","","","","","",""
"1255","4.192951202392578","4.192951202392578","4.192951202392578","","","","","",""
"1264","","","","4.1328349113464355","4.1328349113464355","4.1328349113464355","","",""
"1265","4.149728775024414","4.149728775024414","4.149728775024414","","","","","",""
"1282","","","","4.051604270935059","4.051604270935059","4.051604270935059","","",""
"1297","4.161620140075684","4.161620140075684","4.161620140075684","","","","","",""
"1302","","","","4.006504535675049","4.006504535675049","4.006504535675049","","",""
"1319","","","","4.093117713928223","4.093117713928223","4.093117713928223","","",""
"1323","","","","3.9005768299102783","3.9005768299102783","3.9005768299102783","","",""
"1325","","","","","","","4.199635028839111","4.199635028839111","4.199635028839111"
"1348","4.323955059051514","4.323955059051514","4.323955059051514","","","","","",""
"1356","4.172223091125488","4.172223091125488","4.172223091125488","","","","","",""
"1380","4.271519660949707","4.271519660949707","4.271519660949707","","","","","",""
"1385","","","","3.830202102661133","3.830202102661133","3.830202102661133","","",""
"1391","","","","3.9848036766052246","3.9848036766052246","3.9848036766052246","","",""
"1399","","","","3.9817001819610596","3.9817001819610596","3.9817001819610596","","",""
"1408","","","","3.864616632461548","3.864616632461548","3.864616632461548","","",""
"1411","4.044680118560791","4.044680118560791","4.044680118560791","","","","","",""
"1413","4.1028900146484375","4.1028900146484375","4.1028900146484375","","","","4.1041717529296875","4.1041717529296875","4.1041717529296875"
"1419","4.246635913848877","4.246635913848877","4.246635913848877","","","","","",""
"1421","","","","","","","4.083881855010986","4.083881855010986","4.083881855010986"
"1423","","","","3.951695680618286","3.951695680618286","3.951695680618286","","",""
"1430","","","","3.884735584259033","3.884735584259033","3.884735584259033","","",""
"1435","","","","","","","4.154941082000732","4.154941082000732","4.154941082000732"
"1438","","","","","","","4.006340980529785","4.006340980529785","4.006340980529785"
"1445","4.031473636627197","4.031473636627197","4.031473636627197","","","","","",""
"1449","4.034371376037598","4.034371376037598","4.034371376037598","","","","","",""
"1453","4.060202121734619","4.060202121734619","4.060202121734619","","","","","",""
"1461","4.035542011260986","4.035542011260986","4.035542011260986","","","","","",""
"1462","","","","3.9612157344818115","3.9612157344818115","3.9612157344818115","","",""
"1469","4.005748271942139","4.005748271942139","4.005748271942139","","","","","",""
"1486","","","","","","","4.082320213317871","4.082320213317871","4.082320213317871"
"1491","","","","3.8646583557128906","3.8646583557128906","3.8646583557128906","","",""
"1502","4.139495372772217","4.139495372772217","4.139495372772217","","","","","",""
"1503","4.074819087982178","4.074819087982178","4.074819087982178","","","","","",""
"1510","","","","3.9708948135375977","3.9708948135375977","3.9708948135375977","","",""
"1511","3.9537525177001953","3.9537525177001953","3.9537525177001953","","","","","",""
"1513","","","","3.8140757083892822","3.8140757083892822","3.8140757083892822","","",""
"1523","","","","3.9796385765075684","3.9796385765075684","3.9796385765075684","4.120204925537109","4.120204925537109","4.120204925537109"
"1526","","","","3.943415403366089","3.943415403366089","3.943415403366089","","",""
"1531","4.092007637023926","4.092007637023926","4.092007637023926","","","","","",""
"1536","4.0763421058654785","4.0763421058654785","4.0763421058654785","","","","4.078547954559326","4.078547954559326","4.078547954559326"
"1537","4.006103515625","4.006103515625","4.006103515625","","","","","",""
"1550","4.082777976989746","4.082777976989746","4.082777976989746","","","","","",""
"1556","","","","","","","3.9829354286193848","3.9829354286193848","3.9829354286193848"
"1562","","","","","","","4.1212029457092285","4.1212029457092285","4.1212029457092285"
"1565","","","","3.845357894897461","3.845357894897461","3.845357894897461","4.021659851074219","4.021659851074219","4.021659851074219"
"1568","3.988402843475342","3.988402843475342","3.988402843475342","","","","","",""
"1576","3.949453115463257","3.949453115463257","3.949453115463257","","","","","",""
"1577","","","","","","","3.954249382019043","3.954249382019043","3.954249382019043"
"1581","","","","3.856290340423584","3.856290340423584","3.856290340423584","","",""
"1591","","","","","","","4.148243427276611","4.148243427276611","4.148243427276611"
"1592","","","","","","","4.069823265075684","4.069823265075684","4.069823265075684"
"1595","","","","","","","4.037705421447754","4.037705421447754","4.037705421447754"
"1598","","","","3.951467514038086","3.951467514038086","3.951467514038086","","",""
"1605","","","","","","","4.0173845291137695","4.0173845291137695","4.0173845291137695"
"1606","","","","","","","3.9955012798309326","3.9955012798309326","3.9955012798309326"
"1608","4.035147666931152","4.035147666931152","4.035147666931152","","","","","",""
"1611","","","","3.9395337104797363","3.9395337104797363","3.9395337104797363","","",""
"1618","","","","3.8732869625091553","3.8732869625091553","3.8732869625091553","","",""
"1621","","","","","","","4.005487442016602","4.005487442016602","4.005487442016602"
"1623","","","","","","","4.005683422088623","4.005683422088623","4.005683422088623"
"1630","","","","3.882888078689575","3.882888078689575","3.882888078689575","","",""
"1641","","","","3.9206387996673584","3.9206387996673584","3.9206387996673584","","",""
"1642","","","","","","","4.054576873779297","4.054576873779297","4.054576873779297"
"1653","","","","3.8624045848846436","3.8624045848846436","3.8624045848846436","","",""
"1661","","","","","","","4.026254653930664","4.026254653930664","4.026254653930664"
"1664","4.043505668640137","4.043505668640137","4.043505668640137","","","","","",""
"1675","","","","","","","4.041345596313477","4.041345596313477","4.041345596313477"
"1680","","","","3.8833389282226562","3.8833389282226562","3.8833389282226562","","",""
"1685","","","","3.7783689498901367","3.7783689498901367","3.7783689498901367","","",""
"1692","","","","3.8323659896850586","3.8323659896850586","3.8323659896850586","","",""
"1705","","","","3.8124003410339355","3.8124003410339355","3.8124003410339355","","",""
"1706","4.014643669128418","4.014643669128418","4.014643669128418","","","","","",""
"1709","4.0750908851623535","4.0750908851623535","4.0750908851623535","3.9371042251586914","3.9371042251586914","3.9371042251586914","","",""
"1711","3.9008069038391113","3.9008069038391113","3.9008069038391113","","","","","",""
"1720","","","","","","","4.017582893371582","4.017582893371582","4.017582893371582"
"1726","4.1426472663879395","4.1426472663879395","4.1426472663879395","","","","","",""
"1728","","","","","","","3.9834320545196533","3.9834320545196533","3.9834320545196533"
"1743","","","","3.7868993282318115","3.7868993282318115","3.7868993282318115","3.960340976715088","3.960340976715088","3.960340976715088"
"1746","3.8879613876342773","3.8879613876342773","3.8879613876342773","","","","","",""
"1751","4.145064353942871","4.145064353942871","4.145064353942871","3.9931161403656006","3.9931161403656006","3.9931161403656006","","",""
"1754","","","","3.858910083770752","3.858910083770752","3.858910083770752","","",""
"1761","","","","","","","3.9558935165405273","3.9558935165405273","3.9558935165405273"
"1769","3.8855769634246826","3.8855769634246826","3.8855769634246826","","","","","",""
"1775","","","","4.024750232696533","4.024750232696533","4.024750232696533","","",""
"1778","","","","","","","3.9402194023132324","3.9402194023132324","3.9402194023132324"
"1782","","","","","","","3.9699559211730957","3.9699559211730957","3.9699559211730957"
"1783","3.920905113220215","3.920905113220215","3.920905113220215","","","","","",""
"1789","","","","3.68776798248291","3.68776798248291","3.68776798248291","","",""
"1791","4.002400875091553","4.002400875091553","4.002400875091553","","","","","",""
"1793","","","","3.872518301010132","3.872518301010132","3.872518301010132","","",""
"1794","3.992687702178955","3.992687702178955","3.992687702178955","","","","","",""
"1799","","","","3.83793568611145","3.83793568611145","3.83793568611145","","",""
"1800","","","","3.8995931148529053","3.8995931148529053","3.8995931148529053","4.067832946777344","4.067832946777344","4.067832946777344"
"1801","","","","","","","4.199017524719238","4.199017524719238","4.199017524719238"
"1810","","","","","","","4.03646183013916","4.03646183013916","4.03646183013916"
"1818","3.921365261077881","3.921365261077881","3.921365261077881","","","","","",""
"1819","3.9828507900238037","3.9828507900238037","3.9828507900238037","","","","","",""
"1820","3.9734766483306885","3.9734766483306885","3.9734766483306885","","","","","",""
"1825","","","","","","","3.990561008453369","3.990561008453369","3.990561008453369"
"1826","3.96734619140625","3.96734619140625","3.96734619140625","","","","","",""
"1830","","","","","","","3.853797197341919","3.853797197341919","3.853797197341919"
"1845","","","","3.764439821243286","3.764439821243286","3.764439821243286","","",""
"1851","","","","","","","3.9617156982421875","3.9617156982421875","3.9617156982421875"
"1872","","","","3.800177574157715","3.800177574157715","3.800177574157715","","",""
"1873","","","","","","","3.913372278213501","3.913372278213501","3.913372278213501"
"1874","4.0053324699401855","4.0053324699401855","4.0053324699401855","","","","","",""
"1888","","","","3.7910566329956055","3.7910566329956055","3.7910566329956055","","",""
"1900","","","","","","","3.9634437561035156","3.9634437561035156","3.9634437561035156"
"1909","","","","3.844688892364502","3.844688892364502","3.844688892364502","","",""
"1911","","","","","","","3.864123821258545","3.864123821258545","3.864123821258545"
"1914","","","","3.7210543155670166","3.7210543155670166","3.7210543155670166","","",""
"1919","3.856926202774048","3.856926202774048","3.856926202774048","","","","","",""
"1923","","","","","","","3.980034112930298","3.980034112930298","3.980034112930298"
"1927","3.882601261138916","3.882601261138916","3.882601261138916","","","","","",""
"1933","3.9117512702941895","3.9117512702941895","3.9117512702941895","","","","","",""
"1937","","","","3.770163059234619","3.770163059234619","3.770163059234619","","",""
"1941","","","","","","","3.968984365463257","3.968984365463257","3.968984365463257"
"1944","","","","","","","4.01009464263916","4.01009464263916","4.01009464263916"
"1946","","","","3.711308717727661","3.711308717727661","3.711308717727661","","",""
"1964","","","","3.808696746826172","3.808696746826172","3.808696746826172","","",""
"1965","3.915179491043091","3.915179491043091","3.915179491043091","","","","","",""
"1966","","","","","","","3.895321846008301","3.895321846008301","3.895321846008301"
"1969","3.8713252544403076","3.8713252544403076","3.8713252544403076","","","","","",""
"1977","","","","3.775440216064453","3.775440216064453","3.775440216064453","3.9171385765075684","3.9171385765075684","3.9171385765075684"
"1978","","","","","","","4.0176825523376465","4.0176825523376465","4.0176825523376465"
"1987","","","","","","","3.860342025756836","3.860342025756836","3.860342025756836"
"1988","3.778988838195801","3.778988838195801","3.778988838195801","","","","","",""
"1995","","","","","","","3.849544048309326","3.849544048309326","3.849544048309326"
"1998","4.008668422698975","4.008668422698975","4.008668422698975","","","","","",""
"2004","","","","3.806124448776245","3.806124448776245","3.806124448776245","","",""
"2005","3.886356830596924","3.886356830596924","3.886356830596924","","","","","",""
"2008","","","","3.754021644592285","3.754021644592285","3.754021644592285","","",""
"2021","4.009454727172852","4.009454727172852","4.009454727172852","3.8662052154541016","3.8662052154541016","3.8662052154541016","","",""
"2023","3.9716720581054688","3.9716720581054688","3.9716720581054688","","","","","",""
"2024","","","","3.7161712646484375","3.7161712646484375","3.7161712646484375","","",""
"2025","","","","3.732896566390991","3.732896566390991","3.732896566390991","","",""
"2026","","","","","","","3.9127869606018066","3.9127869606018066","3.9127869606018066"
"2030","3.9451024532318115","3.9451024532318115","3.9451024532318115","","","","","",""
"2031","","","","3.6696228981018066","3.6696228981018066","3.6696228981018066","3.853219985961914","3.853219985961914","3.853219985961914"
"2034","","","","","","","3.8383560180664062","3.8383560180664062","3.8383560180664062"
"2037","","","","","","","3.9462695121765137","3.9462695121765137","3.9462695121765137"
"2050","","","","3.734856367111206","3.734856367111206","3.734856367111206","","",""
"2064","","","","","","","4.008906364440918","4.008906364440918","4.008906364440918"
"2067","","","","3.705883502960205","3.705883502960205","3.705883502960205","","",""
